Paustralie_1	FX803256.1
Paustralie_46086	FX481487.1
Paustralie_46087	FX481486.1
Paustralie_46088	FX481485.1
Paustralie_46089	FX481484.1
Paustralie_46090	FX481483.1
Paustralie_46091	FX481482.1
Paustralie_46092	FX481481.1
Paustralie_46093	FX481480.1
Paustralie_46094	FX481479.1
Paustralie_46095	FX481478.1
Paustralie_46096	FX481477.1
Paustralie_46097	FX481476.1
Paustralie_46098	FX481475.1
Paustralie_46099	FX481474.1
Paustralie_46100	FX481473.1
Paustralie_46101	FX481472.1
Paustralie_46102	FX481471.1
Paustralie_46103	FX481470.1
Paustralie_46104	FX481469.1
Paustralie_46105	FX481468.1
Paustralie_46106	FX481467.1
Paustralie_46107	FX481466.1
Paustralie_46108	FX481465.1
Paustralie_46109	FX481464.1
Paustralie_46110	FX481463.1
Paustralie_46111	FX481462.1
Paustralie_46112	FX481461.1
Paustralie_46113	FX481460.1
Paustralie_46114	FX481459.1
Paustralie_46115	FX481458.1
Paustralie_46116	FX481457.1
Paustralie_46117	FX481456.1
Paustralie_46118	FX481455.1
Paustralie_46119	FX481454.1
Paustralie_46120	FX481453.1
Paustralie_46121	FX481452.1
Paustralie_46122	FX481451.1
Paustralie_46123	FX481450.1
Paustralie_46124	FX481449.1
Paustralie_46125	FX481448.1
Paustralie_46126	FX481447.1
Paustralie_46127	FX481446.1
Paustralie_46128	FX481445.1
Paustralie_46129	FX481444.1
Paustralie_46130	FX481443.1
Paustralie_46131	FX481442.1
Paustralie_46132	FX481441.1
Paustralie_46133	FX481440.1
Paustralie_46134	FX481439.1
Paustralie_46135	FX481438.1
Paustralie_46136	FX481437.1
Paustralie_46137	FX481436.1
Paustralie_46138	FX481435.1
Paustralie_46139	FX481434.1
Paustralie_46140	FX481433.1
Paustralie_46141	FX481432.1
Paustralie_46142	FX481431.1
Paustralie_46143	FX481430.1
Paustralie_46144	FX481429.1
Paustralie_46145	FX481428.1
Paustralie_46146	FX481427.1
Paustralie_46147	FX481426.1
Paustralie_46148	FX481425.1
Paustralie_46149	FX481424.1
Paustralie_46150	FX481423.1
Paustralie_46151	FX481422.1
Paustralie_46152	FX481421.1
Paustralie_46153	FX481420.1
Paustralie_46154	FX481419.1
Paustralie_46155	FX481418.1
Paustralie_46156	FX481417.1
Paustralie_46157	FX481416.1
Paustralie_46158	FX481415.1
Paustralie_46159	FX481414.1
Paustralie_46160	FX481413.1
Paustralie_46161	FX481412.1
Paustralie_46162	FX481411.1
Paustralie_46163	FX481410.1
Paustralie_46164	FX481409.1
Paustralie_46165	FX481408.1
Paustralie_46166	FX476225.1
Paustralie_46167	FX476224.1
Paustralie_46168	FX476223.1
Paustralie_46169	FX476222.1
Paustralie_46170	FX476221.1
Paustralie_46171	FX476220.1
Paustralie_46172	FX476219.1
Paustralie_46173	FX476218.1
Paustralie_46174	FX476217.1
Paustralie_46175	FX476216.1
Paustralie_46176	FX476215.1
Paustralie_46177	FX476214.1
Paustralie_46178	FX476213.1
Paustralie_46179	FX476212.1
Paustralie_46180	FX476211.1
Paustralie_46181	FX476210.1
Paustralie_46182	FX476209.1
Paustralie_46183	FX476208.1
Paustralie_46184	FX476207.1
Paustralie_46185	FX476206.1
Paustralie_46186	FX476205.1
Paustralie_46187	FX476204.1
Paustralie_46188	FX476203.1
Paustralie_46189	FX476202.1
Paustralie_46190	FX476201.1
Paustralie_46191	FX476200.1
Paustralie_46192	FX476199.1
Paustralie_46193	FX476198.1
Paustralie_46194	FX476197.1
Paustralie_46195	FX476196.1
Paustralie_46196	FX476195.1
Paustralie_46197	FX476194.1
Paustralie_46198	FX476193.1
Paustralie_46199	FX476192.1
Paustralie_46200	FX476191.1
Paustralie_46201	FX476190.1
Paustralie_46202	FX476189.1
Paustralie_46203	FX476188.1
Paustralie_46204	FX476187.1
Paustralie_46205	FX476186.1
Paustralie_46206	FX476185.1
Paustralie_46207	FX476184.1
Paustralie_46208	FX476183.1
Paustralie_46209	FX476182.1
Paustralie_46210	FX476181.1
Paustralie_46211	FX476180.1
Paustralie_46212	FX476179.1
Paustralie_46213	FX476178.1
Paustralie_46214	FX476177.1
Paustralie_46215	FX476176.1
Paustralie_46216	FX476175.1
Paustralie_46217	FX476174.1
Paustralie_46218	FX476173.1
Paustralie_46219	FX476172.1
Paustralie_46220	FX476171.1
Paustralie_46221	FX476170.1
Paustralie_46222	FX476169.1
Paustralie_46223	FX476168.1
Paustralie_46224	FX476167.1
Paustralie_46225	FX476166.1
Paustralie_46226	FX476165.1
Paustralie_46227	FX476164.1
Paustralie_46228	FX476163.1
Paustralie_46229	FX476162.1
Paustralie_46230	FX476161.1
Paustralie_46231	FX476160.1
Paustralie_46232	FX476159.1
Paustralie_46233	FX476158.1
Paustralie_46234	FX476157.1
Paustralie_46235	FX476156.1
Paustralie_46236	FX476155.1
Paustralie_46237	FX476154.1
Paustralie_46238	FX476153.1
Paustralie_46239	FX476152.1
Paustralie_46240	FX476151.1
Paustralie_46241	FX476150.1
Paustralie_46242	FX476149.1
Paustralie_46243	FX476148.1
Paustralie_46244	FX476147.1
Paustralie_46245	FX476146.1
Paustralie_46246	FX476145.1
Paustralie_46247	FX476144.1
Paustralie_46248	FX476143.1
Paustralie_46249	FX476142.1
Paustralie_46250	FX476141.1
Paustralie_46251	FX476140.1
Paustralie_46252	FX476139.1
Paustralie_46253	FX476138.1
Paustralie_46254	FX476137.1
Paustralie_46255	FX476136.1
Paustralie_46256	FX476135.1
Paustralie_46257	FX476134.1
Paustralie_46258	FX476133.1
Paustralie_46259	FX476132.1
Paustralie_46260	FX476131.1
Paustralie_46261	FX476130.1
Paustralie_46262	FX476129.1
Paustralie_46263	FX476128.1
Paustralie_46264	FX476127.1
Paustralie_46265	FX476126.1
Paustralie_46266	FX476125.1
Paustralie_46267	FX476124.1
Paustralie_46268	FX476123.1
Paustralie_46269	FX476122.1
Paustralie_46270	FX476121.1
Paustralie_46271	FX476120.1
Paustralie_46272	FX476119.1
Paustralie_46273	FX476118.1
Paustralie_46274	FX476117.1
Paustralie_46275	FX476116.1
Paustralie_46276	FX476115.1
Paustralie_46277	FX476114.1
Paustralie_46278	FX476113.1
Paustralie_46279	FX476112.1
Paustralie_46280	FX476111.1
Paustralie_46281	FX476110.1
Paustralie_46282	FX476109.1
Paustralie_46283	FX476108.1
Paustralie_46284	FX476107.1
Paustralie_46285	FX476106.1
Paustralie_46286	FX476105.1
Paustralie_46287	FX476104.1
Paustralie_46288	FX476103.1
Paustralie_46289	FX476102.1
Paustralie_46290	FX476101.1
Paustralie_46291	FX476100.1
Paustralie_46292	FX476099.1
Paustralie_46293	FX476098.1
Paustralie_46294	FX476097.1
Paustralie_46295	FX476096.1
Paustralie_46296	FX476095.1
Paustralie_46297	FX476094.1
Paustralie_46298	FX476093.1
Paustralie_46299	FX476092.1
Paustralie_46300	FX476091.1
Paustralie_46301	FX476090.1
Paustralie_46302	FX476089.1
Paustralie_46303	FX476088.1
Paustralie_46304	FX476087.1
Paustralie_46305	FX476086.1
Paustralie_46306	FX476085.1
Paustralie_46307	FX476084.1
Paustralie_46308	FX476083.1
Paustralie_46309	FX476082.1
Paustralie_46310	FX476081.1
Paustralie_46311	FX476080.1
Paustralie_46312	FX476079.1
Paustralie_46313	FX476078.1
Paustralie_46314	FX476077.1
Paustralie_46315	FX476076.1
Paustralie_46316	FX476075.1
Paustralie_46317	FX476074.1
Paustralie_46318	FX476073.1
Paustralie_46319	FX476072.1
Paustralie_46320	FX476071.1
Paustralie_46321	FX476070.1
Paustralie_46322	FX476069.1
Paustralie_46323	FX476068.1
Paustralie_46324	FX476067.1
Paustralie_46325	FX476066.1
Paustralie_46326	FX476065.1
Paustralie_46327	FX476064.1
Paustralie_46328	FX476063.1
Paustralie_46329	FX476062.1
Paustralie_46330	FX476061.1
Paustralie_46331	FX476060.1
Paustralie_46332	FX476059.1
Paustralie_46333	FX476058.1
Paustralie_46334	FX476057.1
Paustralie_46335	FX476056.1
Paustralie_46336	FX476055.1
Paustralie_46337	FX476054.1
Paustralie_46338	FX476053.1
Paustralie_46339	FX476052.1
Paustralie_46340	FX476051.1
Paustralie_46341	FX476050.1
Paustralie_46342	FX476049.1
Paustralie_46343	FX476048.1
Paustralie_46344	FX476047.1
Paustralie_46345	FX476046.1
Paustralie_46346	FX476045.1
Paustralie_46347	FX476044.1
Paustralie_46348	FX476043.1
Paustralie_46349	FX476042.1
Paustralie_46350	FX476041.1
Paustralie_46351	FX476040.1
Paustralie_46352	FX476039.1
Paustralie_46353	FX476038.1
Paustralie_46354	FX476037.1
Paustralie_46355	FX476036.1
Paustralie_46356	FX476035.1
Paustralie_46357	FX476034.1
Paustralie_46358	FX476033.1
Paustralie_46359	FX476032.1
Paustralie_46360	FX476031.1
Paustralie_46361	FX476030.1
Paustralie_46362	FX476029.1
Paustralie_46363	FX476028.1
Paustralie_46364	FX470281.1
Paustralie_46365	FX470280.1
Paustralie_46366	FX470279.1
Paustralie_46367	FX470278.1
Paustralie_46368	FX470277.1
Paustralie_46369	FX470276.1
Paustralie_46370	FX470275.1
Paustralie_46371	FX470274.1
Paustralie_46372	FX470273.1
Paustralie_46373	FX470272.1
Paustralie_46374	FX470271.1
Paustralie_46375	FX470270.1
Paustralie_46376	FX470269.1
Paustralie_46377	FX470268.1
Paustralie_46378	FX470267.1
Paustralie_46379	FX470266.1
Paustralie_46380	FX470265.1
Paustralie_46381	FX470264.1
Paustralie_46382	FX470263.1
Paustralie_46383	FX470262.1
Paustralie_46384	FX470261.1
Paustralie_46385	FX470260.1
Paustralie_46386	FX470259.1
Paustralie_46387	FX470258.1
Paustralie_46388	FX470257.1
Paustralie_46389	FX470256.1
Paustralie_46390	FX470255.1
Paustralie_46391	FX470254.1
Paustralie_46392	FX470253.1
Paustralie_46393	FX470252.1
Paustralie_46394	FX470251.1
Paustralie_46395	FX470250.1
Paustralie_46396	FX470249.1
Paustralie_46397	FX470248.1
Paustralie_46398	FX470247.1
Paustralie_46399	FX470246.1
Paustralie_46400	FX470245.1
Paustralie_46401	FX470244.1
Paustralie_46402	FX470243.1
Paustralie_46403	FX470242.1
Paustralie_46404	FX470241.1
Paustralie_46405	FX470240.1
Paustralie_46406	FX470239.1
Paustralie_46407	FX470238.1
Paustralie_46408	FX470237.1
Paustralie_46409	FX470236.1
Paustralie_46410	FX470235.1
Paustralie_46411	FX470234.1
Paustralie_46412	FX470233.1
Paustralie_46413	FX470232.1
Paustralie_46414	FX470231.1
Paustralie_46415	FX470230.1
Paustralie_46416	FX470229.1
Paustralie_46417	FX470228.1
Paustralie_46418	FX470227.1
Paustralie_46419	FX470226.1
Paustralie_46420	FX470225.1
Paustralie_46421	FX470224.1
Paustralie_46422	FX470223.1
Paustralie_46423	FX470222.1
Paustralie_46424	FX470221.1
Paustralie_46425	FX470220.1
Paustralie_46426	FX470219.1
Paustralie_46427	FX470218.1
Paustralie_46428	FX470217.1
Paustralie_46429	FX470216.1
Paustralie_46430	FX470215.1
Paustralie_46431	FX470214.1
Paustralie_46432	FX470213.1
Paustralie_46433	FX470212.1
Paustralie_46434	FX470211.1
Paustralie_46435	FX470210.1
Paustralie_46436	FX470209.1
Paustralie_46437	FX470208.1
Paustralie_46438	FX470207.1
Paustralie_46439	FX470206.1
Paustralie_46440	FX470205.1
Paustralie_46441	FX470204.1
Paustralie_46442	FX470203.1
Paustralie_46443	FX470202.1
Paustralie_46444	FX470201.1
Paustralie_46445	FX470200.1
Paustralie_46446	FX470199.1
Paustralie_46447	FX470198.1
Paustralie_46448	FX470197.1
Paustralie_46449	FX470196.1
Paustralie_46450	FX470195.1
Paustralie_46451	FX470194.1
Paustralie_46452	FX470193.1
Paustralie_46453	FX470192.1
Paustralie_46454	FX470191.1
Paustralie_46455	FX470190.1
Paustralie_46456	FX470189.1
Paustralie_46457	FX470188.1
Paustralie_46458	FX470187.1
Paustralie_46459	FX470186.1
Paustralie_46460	FX470185.1
Paustralie_46461	FX470184.1
Paustralie_46462	FX470183.1
Paustralie_46463	FX470182.1
Paustralie_46464	FX470181.1
Paustralie_46465	FX470180.1
Paustralie_46466	FX470179.1
Paustralie_46467	FX470178.1
Paustralie_46468	FX470177.1
Paustralie_46469	FX470176.1
Paustralie_46470	FX470175.1
Paustralie_46471	FX470174.1
Paustralie_46472	FX470173.1
Paustralie_46473	FX470172.1
Paustralie_46474	FX470171.1
Paustralie_46475	FX470170.1
Paustralie_46476	FX470169.1
Paustralie_46477	FX470168.1
Paustralie_46478	FX470167.1
Paustralie_46479	FX470166.1
Paustralie_46480	FX470165.1
Paustralie_46481	FX470164.1
Paustralie_46482	FX470163.1
Paustralie_46483	FX470162.1
Paustralie_46484	FX470161.1
Paustralie_46485	FX470160.1
Paustralie_46486	FX470159.1
Paustralie_46487	FX470158.1
Paustralie_46488	FX470157.1
Paustralie_46489	FX470156.1
Paustralie_46490	FX470155.1
Paustralie_46491	FX470154.1
Paustralie_46492	FX470153.1
Paustralie_46493	FX470152.1
Paustralie_46494	FX470151.1
Paustralie_46495	FX470150.1
Paustralie_46496	FX470149.1
Paustralie_46497	FX470148.1
Paustralie_46498	FX470147.1
Paustralie_46499	FX470146.1
Paustralie_46500	FX470145.1
Paustralie_46501	FX470144.1
Paustralie_46502	FX470143.1
Paustralie_46503	FX470142.1
Paustralie_46504	FX470141.1
Paustralie_46505	FX470140.1
Paustralie_46506	FX470139.1
Paustralie_46507	FX470138.1
Paustralie_46508	FX470137.1
Paustralie_46509	FX470136.1
Paustralie_46510	FX470135.1
Paustralie_46511	FX470134.1
Paustralie_46512	FX470133.1
Paustralie_46513	FX470132.1
Paustralie_46514	FX470131.1
Paustralie_46515	FX470130.1
Paustralie_46516	FX470129.1
Paustralie_46517	FX470128.1
Paustralie_46518	FX470127.1
Paustralie_46519	FX470126.1
Paustralie_46520	FX470125.1
Paustralie_46521	FX470124.1
Paustralie_46522	FX470123.1
Paustralie_46523	FX470122.1
Paustralie_46524	FX470121.1
Paustralie_46525	FX470120.1
Paustralie_46526	FX470119.1
Paustralie_46527	FX470118.1
Paustralie_46528	FX470117.1
Paustralie_46529	FX470116.1
Paustralie_46530	FX470115.1
Paustralie_46531	FX470114.1
Paustralie_46532	FX470113.1
Paustralie_46533	FX470112.1
Paustralie_46534	FX470111.1
Paustralie_46535	FX470110.1
Paustralie_46536	FX470109.1
Paustralie_46537	FX470108.1
Paustralie_46538	FX470107.1
Paustralie_46539	FX470106.1
Paustralie_46540	FX470105.1
Paustralie_46541	FX470104.1
Paustralie_46542	FX470103.1
Paustralie_46543	FX470102.1
Paustralie_46544	FX470101.1
Paustralie_46545	FX470100.1
Paustralie_46546	FX470099.1
Paustralie_46547	FX470098.1
Paustralie_46548	FX470097.1
Paustralie_46549	FX470096.1
Paustralie_46550	FX470095.1
Paustralie_46551	FX470094.1
Paustralie_46552	FX470093.1
Paustralie_46553	FX470092.1
Paustralie_46554	FX470091.1
Paustralie_46555	FX470090.1
Paustralie_46556	FX470089.1
Paustralie_46557	FX470088.1
Paustralie_46558	FX470087.1
Paustralie_46559	FX470086.1
Paustralie_46560	FX470085.1
Paustralie_46561	FX470084.1
Paustralie_46562	FX463875.1
Paustralie_46563	FX463874.1
Paustralie_46564	FX463873.1
Paustralie_46565	FX463872.1
Paustralie_46566	FX463871.1
Paustralie_46567	FX463870.1
Paustralie_46568	FX463869.1
Paustralie_46569	FX463868.1
Paustralie_46570	FX463867.1
Paustralie_46571	FX463866.1
Paustralie_46572	FX463865.1
Paustralie_46573	FX463864.1
Paustralie_46574	FX463863.1
Paustralie_46575	FX463862.1
Paustralie_46576	FX463861.1
Paustralie_46577	FX463860.1
Paustralie_46578	FX463859.1
Paustralie_46579	FX463858.1
Paustralie_46580	FX463857.1
Paustralie_46581	FX463856.1
Paustralie_46582	FX463855.1
Paustralie_46583	FX463854.1
Paustralie_46584	FX463853.1
Paustralie_46585	FX463852.1
Paustralie_46586	FX463851.1
Paustralie_46587	FX463850.1
Paustralie_46588	FX463849.1
Paustralie_46589	FX463848.1
Paustralie_46590	FX463847.1
Paustralie_46591	FX463846.1
Paustralie_46592	FX463845.1
Paustralie_46593	FX463844.1
Paustralie_46594	FX463843.1
Paustralie_46595	FX463842.1
Paustralie_46596	FX463841.1
Paustralie_46597	FX463840.1
Paustralie_46598	FX463839.1
Paustralie_46599	FX463838.1
Paustralie_46600	FX463837.1
Paustralie_46601	FX463836.1
Paustralie_46602	FX463835.1
Paustralie_46603	FX463834.1
Paustralie_46604	FX463833.1
Paustralie_46605	FX463832.1
Paustralie_46606	FX463831.1
Paustralie_46607	FX463830.1
Paustralie_46608	FX463829.1
Paustralie_46609	FX463828.1
Paustralie_46610	FX463827.1
Paustralie_46611	FX463826.1
Paustralie_46612	FX463825.1
Paustralie_46613	FX463824.1
Paustralie_46614	FX463823.1
Paustralie_46615	FX463822.1
Paustralie_46616	FX463821.1
Paustralie_46617	FX463820.1
Paustralie_46618	FX463819.1
Paustralie_46619	FX463818.1
Paustralie_46620	FX463817.1
Paustralie_46621	FX463816.1
Paustralie_46622	FX463815.1
Paustralie_46623	FX463814.1
Paustralie_46624	FX463813.1
Paustralie_46625	FX463812.1
Paustralie_46626	FX463811.1
Paustralie_46627	FX463810.1
Paustralie_46628	FX463809.1
Paustralie_46629	FX463808.1
Paustralie_46630	FX463807.1
Paustralie_46631	FX463806.1
Paustralie_46632	FX463805.1
Paustralie_46633	FX463804.1
Paustralie_46634	FX463803.1
Paustralie_46635	FX463802.1
Paustralie_46636	FX463801.1
Paustralie_46637	FX463800.1
Paustralie_46638	FX463799.1
Paustralie_46639	FX463798.1
Paustralie_46640	FX463797.1
Paustralie_46641	FX463796.1
Paustralie_46642	FX463795.1
Paustralie_46643	FX463794.1
Paustralie_46644	FX463793.1
Paustralie_46645	FX463792.1
Paustralie_46646	FX463791.1
Paustralie_46647	FX463790.1
Paustralie_46648	FX463789.1
Paustralie_46649	FX463788.1
Paustralie_46650	FX463787.1
Paustralie_46651	FX463786.1
Paustralie_46652	FX463785.1
Paustralie_46653	FX463784.1
Paustralie_46654	FX463783.1
Paustralie_46655	FX463782.1
Paustralie_46656	FX463781.1
Paustralie_46657	FX463780.1
Paustralie_46658	FX463779.1
Paustralie_46659	FX463778.1
Paustralie_46660	FX463777.1
Paustralie_46661	FX463776.1
Paustralie_46662	FX463775.1
Paustralie_46663	FX463774.1
Paustralie_46664	FX463773.1
Paustralie_46665	FX463772.1
Paustralie_46666	FX463771.1
Paustralie_46667	FX463770.1
Paustralie_46668	FX463769.1
Paustralie_46669	FX463768.1
Paustralie_46670	FX463767.1
Paustralie_46671	FX463766.1
Paustralie_46672	FX463765.1
Paustralie_46673	FX463764.1
Paustralie_46674	FX463763.1
Paustralie_46675	FX463762.1
Paustralie_46676	FX463761.1
Paustralie_46677	FX463760.1
Paustralie_46678	FX463759.1
Paustralie_46679	FX463758.1
Paustralie_46680	FX463757.1
Paustralie_46681	FX463756.1
Paustralie_46682	FX463755.1
Paustralie_46683	FX463754.1
Paustralie_46684	FX463753.1
Paustralie_46685	FX463752.1
Paustralie_46686	FX463751.1
Paustralie_46687	FX463750.1
Paustralie_46688	FX463749.1
Paustralie_46689	FX463748.1
Paustralie_46690	FX463747.1
Paustralie_46691	FX463746.1
Paustralie_46692	FX463745.1
Paustralie_46693	FX463744.1
Paustralie_46694	FX463743.1
Paustralie_46695	FX463742.1
Paustralie_46696	FX463741.1
Paustralie_46697	FX463740.1
Paustralie_46698	FX463739.1
Paustralie_46699	FX463738.1
Paustralie_46700	FX463737.1
Paustralie_46701	FX463736.1
Paustralie_46702	FX463735.1
Paustralie_46703	FX463734.1
Paustralie_46704	FX463733.1
Paustralie_46705	FX463732.1
Paustralie_46706	FX463731.1
Paustralie_46707	FX463730.1
Paustralie_46708	FX463729.1
Paustralie_46709	FX463728.1
Paustralie_46710	FX463727.1
Paustralie_46711	FX463726.1
Paustralie_46712	FX463725.1
Paustralie_46713	FX463724.1
Paustralie_46714	FX463723.1
Paustralie_46715	FX463722.1
Paustralie_46716	FX463721.1
Paustralie_46717	FX463720.1
Paustralie_46718	FX463719.1
Paustralie_46719	FX463718.1
Paustralie_46720	FX463717.1
Paustralie_46721	FX463716.1
Paustralie_46722	FX463715.1
Paustralie_46723	FX463714.1
Paustralie_46724	FX463713.1
Paustralie_46725	FX463712.1
Paustralie_46726	FX463711.1
Paustralie_46727	FX463710.1
Paustralie_46728	FX463709.1
Paustralie_46729	FX463708.1
Paustralie_46730	FX463707.1
Paustralie_46731	FX463706.1
Paustralie_46732	FX463705.1
Paustralie_46733	FX463704.1
Paustralie_46734	FX463703.1
Paustralie_46735	FX463702.1
Paustralie_46736	FX463701.1
Paustralie_46737	FX463700.1
Paustralie_46738	FX463699.1
Paustralie_46739	FX463698.1
Paustralie_46740	FX463697.1
Paustralie_46741	FX463696.1
Paustralie_46742	FX463695.1
Paustralie_46743	FX463694.1
Paustralie_46744	FX463693.1
Paustralie_46745	FX463692.1
Paustralie_46746	FX463691.1
Paustralie_46747	FX463690.1
Paustralie_46748	FX463689.1
Paustralie_46749	FX463688.1
Paustralie_46750	FX463687.1
Paustralie_46751	FX463686.1
Paustralie_46752	FX463685.1
Paustralie_46753	FX463684.1
Paustralie_46754	FX463683.1
Paustralie_46755	FX463682.1
Paustralie_46756	FX463681.1
Paustralie_46757	FX463680.1
Paustralie_46758	FX463679.1
Paustralie_46759	FX463678.1
Paustralie_46760	FX457310.1
Paustralie_46761	FX457309.1
Paustralie_46762	FX457308.1
Paustralie_46763	FX457307.1
Paustralie_46764	FX457306.1
Paustralie_46765	FX457305.1
Paustralie_46766	FX457304.1
Paustralie_46767	FX457303.1
Paustralie_46768	FX457302.1
Paustralie_46769	FX457301.1
Paustralie_46770	FX457300.1
Paustralie_46771	FX457299.1
Paustralie_46772	FX457298.1
Paustralie_46773	FX457297.1
Paustralie_46774	FX457296.1
Paustralie_46775	FX457295.1
Paustralie_46776	FX457294.1
Paustralie_46777	FX457293.1
Paustralie_46778	FX457292.1
Paustralie_46779	FX457291.1
Paustralie_46780	FX457290.1
Paustralie_46781	FX457289.1
Paustralie_46782	FX457288.1
Paustralie_46783	FX457287.1
Paustralie_46784	FX457286.1
Paustralie_46785	FX457285.1
Paustralie_46786	FX457284.1
Paustralie_46787	FX457283.1
Paustralie_46788	FX457282.1
Paustralie_46789	FX457281.1
Paustralie_46790	FX457280.1
Paustralie_46791	FX457279.1
Paustralie_46792	FX457278.1
Paustralie_46793	FX457277.1
Paustralie_46794	FX457276.1
Paustralie_46795	FX457275.1
Paustralie_46796	FX457274.1
Paustralie_46797	FX457273.1
Paustralie_46798	FX457272.1
Paustralie_46799	FX457271.1
Paustralie_46800	FX457270.1
Paustralie_46801	FX457269.1
Paustralie_46802	FX457268.1
Paustralie_46803	FX457267.1
Paustralie_46804	FX457266.1
Paustralie_46805	FX457265.1
Paustralie_46806	FX457264.1
Paustralie_46807	FX457263.1
Paustralie_46808	FX457262.1
Paustralie_46809	FX457261.1
Paustralie_46810	FX457260.1
Paustralie_46811	FX457259.1
Paustralie_46812	FX457258.1
Paustralie_46813	FX457257.1
Paustralie_46814	FX457256.1
Paustralie_46815	FX457255.1
Paustralie_46816	FX457254.1
Paustralie_46817	FX457253.1
Paustralie_46818	FX457252.1
Paustralie_46819	FX457251.1
Paustralie_46820	FX457250.1
Paustralie_46821	FX457249.1
Paustralie_46822	FX457248.1
Paustralie_46823	FX457247.1
Paustralie_46824	FX457246.1
Paustralie_46825	FX457245.1
Paustralie_46826	FX457244.1
Paustralie_46827	FX457243.1
Paustralie_46828	FX457242.1
Paustralie_46829	FX457241.1
Paustralie_46830	FX457240.1
Paustralie_46831	FX457239.1
Paustralie_46832	FX457238.1
Paustralie_46833	FX457237.1
Paustralie_46834	FX457236.1
Paustralie_46835	FX457235.1
Paustralie_46836	FX457234.1
Paustralie_46837	FX457233.1
Paustralie_46838	FX457232.1
Paustralie_46839	FX457231.1
Paustralie_46840	FX457230.1
Paustralie_46841	FX457229.1
Paustralie_46842	FX457228.1
Paustralie_46843	FX457227.1
Paustralie_46844	FX457226.1
Paustralie_46845	FX457225.1
Paustralie_46846	FX457224.1
Paustralie_46847	FX457223.1
Paustralie_46848	FX457222.1
Paustralie_46849	FX457221.1
Paustralie_46850	FX457220.1
Paustralie_46851	FX457219.1
Paustralie_46852	FX457218.1
Paustralie_46853	FX457217.1
Paustralie_46854	FX457216.1
Paustralie_46855	FX457215.1
Paustralie_46856	FX457214.1
Paustralie_46857	FX457213.1
Paustralie_46858	FX457212.1
Paustralie_46859	FX457211.1
Paustralie_46860	FX457210.1
Paustralie_46861	FX457209.1
Paustralie_46862	FX457208.1
Paustralie_46863	FX457207.1
Paustralie_46864	FX457206.1
Paustralie_46865	FX457205.1
Paustralie_46866	FX457204.1
Paustralie_46867	FX457203.1
Paustralie_46868	FX457202.1
Paustralie_46869	FX457201.1
Paustralie_46870	FX457200.1
Paustralie_46871	FX457199.1
Paustralie_46872	FX457198.1
Paustralie_46873	FX457197.1
Paustralie_46874	FX457196.1
Paustralie_46875	FX457195.1
Paustralie_46876	FX457194.1
Paustralie_46877	FX457193.1
Paustralie_46878	FX457192.1
Paustralie_46879	FX457191.1
Paustralie_46880	FX457190.1
Paustralie_46881	FX457189.1
Paustralie_46882	FX457188.1
Paustralie_46883	FX457187.1
Paustralie_46884	FX457186.1
Paustralie_46885	FX457185.1
Paustralie_46886	FX457184.1
Paustralie_46887	FX457183.1
Paustralie_46888	FX457182.1
Paustralie_46889	FX457181.1
Paustralie_46890	FX457180.1
Paustralie_46891	FX457179.1
Paustralie_46892	FX457178.1
Paustralie_46893	FX457177.1
Paustralie_46894	FX457176.1
Paustralie_46895	FX457175.1
Paustralie_46896	FX457174.1
Paustralie_46897	FX457173.1
Paustralie_46898	FX457172.1
Paustralie_46899	FX457171.1
Paustralie_46900	FX457170.1
Paustralie_46901	FX457169.1
Paustralie_46902	FX457168.1
Paustralie_46903	FX457167.1
Paustralie_46904	FX457166.1
Paustralie_46905	FX457165.1
Paustralie_46906	FX457164.1
Paustralie_46907	FX457163.1
Paustralie_46908	FX457162.1
Paustralie_46909	FX457161.1
Paustralie_46910	FX457160.1
Paustralie_46911	FX457159.1
Paustralie_46912	FX457158.1
Paustralie_46913	FX457157.1
Paustralie_46914	FX457156.1
Paustralie_46915	FX457155.1
Paustralie_46916	FX457154.1
Paustralie_46917	FX457153.1
Paustralie_46918	FX457152.1
Paustralie_46919	FX457151.1
Paustralie_46920	FX457150.1
Paustralie_46921	FX457149.1
Paustralie_46922	FX457148.1
Paustralie_46923	FX457147.1
Paustralie_46924	FX457146.1
Paustralie_46925	FX457145.1
Paustralie_46926	FX457144.1
Paustralie_46927	FX457143.1
Paustralie_46928	FX457142.1
Paustralie_46929	FX457141.1
Paustralie_46930	FX457140.1
Paustralie_46931	FX457139.1
Paustralie_46932	FX457138.1
Paustralie_46933	FX457137.1
Paustralie_46934	FX457136.1
Paustralie_46935	FX457135.1
Paustralie_46936	FX457134.1
Paustralie_46937	FX457133.1
Paustralie_46938	FX457132.1
Paustralie_46939	FX457131.1
Paustralie_46940	FX457130.1
Paustralie_46941	FX457129.1
Paustralie_46942	FX457128.1
Paustralie_46943	FX457127.1
Paustralie_46944	FX457126.1
Paustralie_46945	FX457125.1
Paustralie_46946	FX457124.1
Paustralie_46947	FX457123.1
Paustralie_46948	FX457122.1
Paustralie_46949	FX457121.1
Paustralie_46950	FX457120.1
Paustralie_46951	FX457119.1
Paustralie_46952	FX457118.1
Paustralie_46953	FX457117.1
Paustralie_46954	FX457116.1
Paustralie_46955	FX457115.1
Paustralie_46956	FX457114.1
Paustralie_46957	FX457113.1
Paustralie_46958	FX450607.1
Paustralie_46959	FX450606.1
